key,Rare disease,link,description
post-1589,Polycystic Liver Disease,https://rarediseases.org/rare-diseases/polycystic-liver-disease/,isolated polycystic liver diseaseautosomal dominant polycystic liver disease (ADPLD)PCLDPLD
post-1590,Polycythemia Vera,https://rarediseases.org/rare-diseases/polycythemia-vera/,erythremiaOsler-Vaquez diseasepolycythemia rubra veraprimary polycythemiasplenomegalic polycythemiaVaquez-Osler disease
post-1592,Polymorphous Low-Grade Adenocarcinoma,https://rarediseases.org/rare-diseases/polymorphous-low-grade-adenocarcinoma/,Lobular Carcinoma of the Minor Salivary GlandsLow-Grade Papillary Carcinoma of the PalatePleomorphic AdenomaPLGATerminal Duct Carcinoma
post-1593,Polymyalgia Rheumatica,https://rarediseases.org/rare-diseases/polymyalgia-rheumatica/,Anarthritic SyndromeArthritic Rheumatoid DiseasePMR
post-1594,Polymyositis and Necrotizing Myopathy,https://rarediseases.org/rare-diseases/polymyositis/,N/A
post-110450,POMC Deficiency,https://rarediseases.org/rare-diseases/pomc-deficiency/,"obesity due to pro-opiomelanocortin deficiencyPOMCobesity, adrenal insufficiency and red hair due to POMC deficiencyobesity, early-onset, with adrenal insufficiency and red hair (OBAIRH)proopiomelanocortin deficiency"
post-1595,Pompe Disease,https://rarediseases.org/rare-diseases/pompe-disease/,glycogen storage disease type II (GSD II)acid maltase deficiency (AMD)acid alpha-glucosidase (GAA) deficiency
post-1596,Pontocerebellar Hypoplasia,https://rarediseases.org/rare-diseases/pontocerebellar-hypoplasia/,"arginyl-tRNA synthetase 2 (RARS2)cerebellar atrophy with progressive microcephaly, (CLAM)encephalopathy, fatal infantile, with olivopontocerebellar hyperplasiafetal-onset olivopontocerebellar hypoplasiaolivopontocerebellar hypoplasia, fetal-onsetPCH with optic atrophypontocerebellar hypoplasia, type 1 (PCH1)pontocerebellar hypoplasia, type 2A (PCH2A)pontocerebellar hypoplasia, type 2B (PCH2B)pontocerebellar hypoplasia, type 2C (PCH2C)pontocerebellar hypoplasia, type 3 (PCH3)pontocerebellar hypoplasia, type 4 (PCH4)pontocerebellar hypoplasia, type 5 (PCH 5)pontocerebellar hypoplasia, type 6 (PCH6)pontocerebellar hypoplasia with anterior horn cell diseasepontocerebellar hypoplasia with infantile spinal muscular atrophypontocerebellar hypoplasia with progressive cerebral atrophyvolendam neurodegenerative disease"
post-1598,Porphyria Cutanea Tarda,https://rarediseases.org/rare-diseases/porphyria-cutanea-tarda/,UROD deficiencyuroporphyrinogen decarboxylase deficiency
post-1597,Porphyrias,https://rarediseases.org/rare-diseases/porphyria/,N/A
post-1600,Post Polio Syndrome,https://rarediseases.org/rare-diseases/post-polio-syndrome/,"Polio, Late EffectsPost-Polio Muscular AtrophyPostpoliomyelitis syndromePost-Polio Sequelae"
post-1950,Post-Transplant Lymphoproliferative Disease,https://rarediseases.org/rare-diseases/posttransplant-lymphoproliferative-disorders/,PTLD
post-242851,Posterior Urethral Valves,https://rarediseases.org/rare-diseases/242851/,PUV
post-1601,Posterior Uveitis,https://rarediseases.org/rare-diseases/posterior-uveitis/,choroiditis
post-1977,Potter Syndrome,https://rarediseases.org/rare-diseases/potter-syndrome/,oligohydramnios sequencePotter sequence
post-1602,Prader-Willi Syndrome,https://rarediseases.org/rare-diseases/prader-willi-syndrome/,Prader-Labhart-Willi syndromePWSWilli-Prader syndrome
post-1603,Precocious Puberty,https://rarediseases.org/rare-diseases/precocious-puberty/,pubertas praecoxsexual precocity
post-1604,Primary Biliary Cholangitis,https://rarediseases.org/rare-diseases/primary-biliary-cholangitis/,PBC
post-2002,Primary Central Nervous System Lymphoma,https://rarediseases.org/rare-diseases/primary-central-nervous-system-lymphoma/,primary CNS lymphomaPCNSL
post-1605,Primary Ciliary Dyskinesia,https://rarediseases.org/rare-diseases/primary-ciliary-dyskinesia/,immotile cilia syndromePCD
post-1606,Primary Craniosynostosis,https://rarediseases.org/rare-diseases/primary-craniosynostosis/,craniostenosis
post-1969,Primary Distal Renal Tubular Acidosis,https://rarediseases.org/rare-diseases/primary-distal-renal-tubular-acidosis/,dRTAfamilial distal primary renal acidosisrenal tubular acidosis type 1
post-1127,Primary Familial Brain Calcification,https://rarediseases.org/rare-diseases/primary-familial-brain-calcification/,"Fahr's disease, formerlyfamilial idiopathic basal ganglia calcificationprimary bilateral brain calcificationstriopallidodentate calcinosis"
post-1607,Primary Gastric Lymphoma,https://rarediseases.org/rare-diseases/primary-gastric-lymphoma/,"non-Hodgkin gastric lymphomaprimary Hodgkin's lymphoma of the stomachstomach lymphoma, non-Hodgkins type"
post-1608,Primary Hyperoxaluria,https://rarediseases.org/rare-diseases/primary-hyperoxaluria/,oxalosisPH
post-1937,Primary Hyperparathyroidism,https://rarediseases.org/rare-diseases/primary-hyperparathyroidism/,PHPT
post-1609,Primary Intestinal Lymphangiectasia,https://rarediseases.org/rare-diseases/primary-intestinal-lymphangiectasia/,PILWaldmann disease
post-1610,Primary Lateral Sclerosis,https://rarediseases.org/rare-diseases/primary-lateral-sclerosis/,Central Motor Neuron DiseasePLS
post-1232,Primary Lymphedema,https://rarediseases.org/rare-diseases/hereditary-lymphedema/,hereditary lymphedema
post-1978,Primary Mitochondrial Myopathies,https://rarediseases.org/rare-diseases/primary-mitochondrial-myopathies/,PMM
post-1611,Primary Myelofibrosis,https://rarediseases.org/rare-diseases/primary-myelofibrosis/,agnogenic myeloid metaplasia (AMM)chronic idiopathic myelofibrosis (CIMF)idiopathic myelofibrosisIMmyelofibrosis with myeloid metaplasiaPMF
post-1612,Primary Orthostatic Tremor,https://rarediseases.org/rare-diseases/primary-orthostatic-tremor/,idiopathic orthostatic tremor
post-1613,Primary Sclerosing Cholangitis,https://rarediseases.org/rare-diseases/primary-sclerosing-cholangitis/,chronic obliterative cholangitisfibrosing cholangitisPSCstenosing cholangitis
post-1614,Primary Visual Agnosia,https://rarediseases.org/rare-diseases/primary-visual-agnosia/,"agnosis, primaryapperceptive agnosiaassociative agnosiamonomodal visual amnesiavisual amnesia"
post-1615,Proctitis,https://rarediseases.org/rare-diseases/proctitis/,Antibiotic-Induced ProctitisGonorrheal ProctitisHerpetic ProctitisIschemic ProctitisRadiation ProctitisSyphilitic Proctitis
post-1616,Progressive Multifocal Leukoencephalopathy,https://rarediseases.org/rare-diseases/progressive-multifocal-leukoencephalopathy/,PML
post-1617,Progressive Myoclonus Epilepsy,https://rarediseases.org/rare-diseases/progressive-myoclonus-epilepsy/,"Epilepsy, Myoclonic Progressive FamilialMyoclonic EpilepsyMyoclonic Progressive Familial EpilepsyMyoclonus EpilepsyProgressive Familial Myoclonic Epilepsy"
post-1618,Progressive Osseous Heteroplasia,https://rarediseases.org/rare-diseases/progressive-osseous-heteroplasia/,POH
post-1619,Progressive Supranuclear Palsy,https://rarediseases.org/rare-diseases/progressive-supranuclear-palsy/,nuchal dystonia dementia syndromePSPSteele-Richardson-Olszewski syndrome
post-1621,Prolactinoma,https://rarediseases.org/rare-diseases/prolactinoma/,"amenorrhea-galactorrhea, nonpuerperalForbes-Albright syndromegalactorrhea-amenorrhea syndromenonpuerperal galactorrhea"
post-714,Propionic Acidemia,https://rarediseases.org/rare-diseases/propionic-acidemia/,propionyl-CoA carboxylase deficiencyPCC deficiencyPAPCCA-related propionic acidemiaPCCB-related propionic acidemia
post-1899,Protein C Deficiency,https://rarediseases.org/rare-diseases/protein-c-deficiency/,Hereditary thrombophilia due to protein C deficiencyPROC deficiency
post-1975,Protein S Deficiency,https://rarediseases.org/rare-diseases/protein-s-deficiency/,hereditary thrombophilia due to protein S deficiency
post-1622,Proteus Syndrome,https://rarediseases.org/rare-diseases/proteus-syndrome/,N/A
post-150853,PRRT2-Associated Paroxysmal Movement Disorders,https://rarediseases.org/rare-diseases/prrt2-associated-paroxysmal-movement-disorders/,N/A
post-1623,Prune Belly Syndrome,https://rarediseases.org/rare-diseases/prune-belly-syndrome/,Abdominal Muscle Deficiency SyndromeCongenital Absence of the Abdominal MusclesDeficiency of abdominal musculatureEagle-Barrett SyndromeObrinsky SyndromeTriad syndrome
post-2022,Prurigo Nodularis,https://rarediseases.org/rare-diseases/prurigo-nodularis/,prurigo nodularis of Hydenodular prurigoPicker's nodulesatypical nodular form of neurodermatitis circumscriptalichen corneus obtususPN
post-1624,Pseudo Hurler Polydystrophy,https://rarediseases.org/rare-diseases/pseudo-hurler-polydystrophy/,ML IIIAML III alpha/betamucolipidosis IIIAmucolipidosis III alpha/beta
post-1625,Pseudoachondroplasia,https://rarediseases.org/rare-diseases/pseudoachondroplasia/,PSACH
post-1626,Pseudocholinesterase Deficiency,https://rarediseases.org/rare-diseases/pseudocholinesterase-deficiency/,"Apnea, PostanestheticButyrylcholinesteraseCholinesterase II DeficiencyPseudocholinesterase E1Succinylcholine SensitivitySuxamethonium Sensitivity"
post-1627,Pseudohypoparathyroidism,https://rarediseases.org/rare-diseases/pseudohypoparathyroidism/,N/A
post-1628,Pseudomyxoma Peritonei,https://rarediseases.org/rare-diseases/pseudomyxoma-peritonei/,low grade appendiceal mucinous neoplasm (LAMN)colloid carcinomadisseminated peritoneal adenomucinosis (DPAM)malignant appendiceal tumormalignant large bowel cystadenocarcinomamalignant large bowel peritoneal carcinomatosismalignant large bowel tumormucinous cyst adenocarcinomamucinous cystadenomaperitoneal carcinomatosisperitoneal mucinous carcinomatosis (PMCA)PMPpseudomyxoma ovarii
post-1629,Pseudoxanthoma Elasticum,https://rarediseases.org/rare-diseases/pseudoxanthoma-elasticum-pxe/,PXEGronblad-Strandberg syndrome
post-1630,Psittacosis,https://rarediseases.org/rare-diseases/psittacosis/,ornithosisparrot fever
post-1631,PTEN Hamartoma Tumor Syndrome,https://rarediseases.org/rare-diseases/pten-hamartoma-tumor-syndrome/,PHTS
post-1632,"Pterygium Syndrome, Multiple",https://rarediseases.org/rare-diseases/pterygium-syndrome-multiple/,Escobar Syndromemultiple pterygium syndromepterygium colli syndromepterygium universale
post-1633,Pulmonary Alveolar Proteinosis,https://rarediseases.org/rare-diseases/pulmonary-alveolar-proteinosis/,PAPpulmonary alveolar lipoproteinosisphospholipidosis
post-1634,Pulmonary Arterial Hypertension,https://rarediseases.org/rare-diseases/pulmonary-arterial-hypertension/,FPAHHPAHidiopathic pulmonary arterial hypertensionIPAHPAHprecapillary pulmonary hypertensionprimary obliterative pulmonary vascular diseaseprimary pulmonary hypertensionassociated pulmonary arterial hypertensionAPAH
post-1948,Pure Autonomic Failure,https://rarediseases.org/rare-diseases/pure-autonomic-failure/,Bradbury-Eggleston syndromePAF
post-1636,"Pure Red Cell Aplasia, Acquired",https://rarediseases.org/rare-diseases/pure-red-cell-aplasia-acquired/,PRCAPure Red Blood Cell Aplasia
post-1637,Pycnodysostosis,https://rarediseases.org/rare-diseases/pyknodysostosis/,PyknodysostosisPKNDPYCD
post-1638,Pyoderma Gangrenosum,https://rarediseases.org/rare-diseases/pyoderma-gangrenosum/,PG
post-1639,Pyridoxine-Dependent Epilepsy,https://rarediseases.org/rare-diseases/pyridoxine-dependent-epilepsy/,antiquitin deficiencyPDEpyridoxine-dependent seizures
post-1640,Pyruvate Carboxylase Deficiency,https://rarediseases.org/rare-diseases/pyruvate-carboxylase-deficiency/,"ataxia with lactic acidosis, type IIPC deficiency"
post-1641,Pyruvate Dehydrogenase Complex Deficiency,https://rarediseases.org/rare-diseases/pyruvate-dehydrogenase-complex-deficiency/,intermittent ataxia with pyruvate dehydrogenase deficiencylactic and pyruvate acidemia with carbohydrate sensitivitylactic and pyruvate acidemia with episodic ataxia and weaknessPDH deficiency
post-1642,Pyruvate Kinase Deficiency,https://rarediseases.org/rare-diseases/pyruvate-kinase-deficiency/,PKDPK deficiency
post-1643,Q fever,https://rarediseases.org/rare-diseases/q-fever/,"Q fever pneumonia, atypical pneumoniaCoxiella burnetii feverquery feverCoxiellosisnine-mile feverquadrilateral fever"
post-1644,Rabies,https://rarediseases.org/rare-diseases/rabies/,HydrophobiaLyssa
post-1645,Rabson-Mendenhall Syndrome,https://rarediseases.org/rare-diseases/rabson-mendenhall-syndrome/,Mendenhall syndrome
post-1646,Radiation Sickness,https://rarediseases.org/rare-diseases/radiation-sickness/,Radiation DiseaseRadiation EffectsRadiation IllnessRadiation InjuriesRadiation ReactionRadiation Syndrome
post-1647,Ramsay Hunt Syndrome,https://rarediseases.org/rare-diseases/ramsay-hunt-syndrome/,facial nerve palsy due to herpes zoster infectiongeniculate neuralgiaherpes zoster oticusnervus intermedius neuralgiaRamsay Hunt syndrome type 2 (formerly)
post-1648,"Rapid-onset Obesity with Hypothalamic Dysfunction, Hypoventilation, and Autonomic Dysregulation",https://rarediseases.org/rare-diseases/rapid-onset-obesity-with-hypothalamic-dysfunction-hypoventilation-and-autonomic-dysregulation/,late onset central hypoventilation syndrome with hypothalamic dysfunctionLO-CCHS/HDROHHAD
post-1649,Rasmussen Encephalitis,https://rarediseases.org/rare-diseases/rasmussen-encephalitis/,"chronic encephalitis and epilepsychronic localized (focal) encephalitisepilepsy, hemiplegia and intellectual disabilitiesRasmussen syndrome (RE)"
post-1650,Reactive Arthritis,https://rarediseases.org/rare-diseases/reactive-arthritis/,Fiessinger-Leroy diseaseReiter's syndrome
post-1881,Recessive Multiple Epiphyseal Dysplasia,https://rarediseases.org/rare-diseases/recessive-multiple-epiphyseal-dysplasia/,EDM4MED4Multiple Epiphyseal Dysplasia Type 4Multiple Epiphyseal Dysplasia with ClubfootrMED
post-258596,Recessive Titinopathy,https://rarediseases.org/rare-diseases/recessive-titinopathy/,N/A
post-2018,Recurrent Pericarditis,https://rarediseases.org/rare-diseases/recurrent-pericarditis/,N/A
post-1651,Recurrent Respiratory Papillomatosis,https://rarediseases.org/rare-diseases/recurrent-respiratory-papillomatosis/,juvenile-onset laryngeal papillomatosislaryngeal papillomatosis
post-1653,Refractory Celiac Disease,https://rarediseases.org/rare-diseases/refractory-celiac-disease/,intractable celiac spruerefractory celiac disease
post-1654,Refsum Disease,https://rarediseases.org/rare-diseases/refsum-disease/,disorder of cornification 11 (phytanic acid type)DOC 11 (phytanic acid type)heredopathia atactica polyneuritiformishereditary sensory and motor neuropathy type 4 (HMSN 4)hypertrophic neuropathy of Refsumphytanic acid storage diseasephytanic acid oxidase deficiencyadult Refsum diseaseclassic Refsum disease
post-1655,Relapsing Polychondritis,https://rarediseases.org/rare-diseases/relapsing-polychondritis/,chronic atrophic polychondritisgeneralized or systemic chondromalociaMeyenburg-Altherr-Uehlinger syndromerelapsing perichondritisvon Meyenburg disease
post-1656,"Renal Agenesis, Bilateral",https://rarediseases.org/rare-diseases/renal-agenesis-bilateral/,Kidney AgenesisRenal Agenesis
post-1657,Renal Cell Carcinoma,https://rarediseases.org/rare-diseases/renal-cell-carcinoma/,Grawitz TumorHypernephromaNephrocarcinomaRCCRenal Adenocarcinoma
post-1658,Renal Glycosuria,https://rarediseases.org/rare-diseases/renal-glycosuria/,benign glycosuriafamilial renal glycosurianondiabetic glycosuriaprimary renal glycosuriarenal glucosuria
post-1999,Renal Medullary Carcinoma,https://rarediseases.org/rare-diseases/renal-medullary-carcinoma/,"RMCmedullary carcinoma of the kidneykidney medullary carcinomarenal cell carcinoma, unclassified, with medullary phenotypeRCCU-MPmedullary renal cell carcinoma"
post-111731,Renal Oncocytoma,https://rarediseases.org/rare-diseases/renal-oncocytoma/,oncocytoma of the kidney
post-1659,"Respiratory Distress Syndrome, Infant",https://rarediseases.org/rare-diseases/respiratory-distress-syndrome-infant/,Hyaline Membrane DiseaseInfantile Respiratory Distress SyndromeIRDS
post-1660,Restless Legs Syndrome,https://rarediseases.org/rare-diseases/restless-legs-syndrome/,N/A
post-1910,Retinal Vasculopathy with Cerebral Leukoencephalopathy and Systemic Manifestations,https://rarediseases.org/rare-diseases/retinal-vasculopathy-cerebral-leukodystrophy/,"RVCL-Scerebroretinal vasculopathy (CRV)hereditary endotheliopathy, retinopathy, nephropathy and stroke (HERNS)hereditary vascular retinopathy (HVR)hereditary systemic angiopathy (HSA)retinal vasculopathy with cerebral leukodystrophy (RVCL)TREX1 vasculopathy"
post-1661,Retinitis Pigmentosa,https://rarediseases.org/rare-diseases/retinitis-pigmentosa/,progressive pigmentary retinopathyrod-cone dystrophyRP
post-1662,Retinoblastoma,https://rarediseases.org/rare-diseases/retinoblastoma/,N/A
post-1663,Retinopathy of Prematurity,https://rarediseases.org/rare-diseases/retinopathy-of-prematurity/,retrolental fibroplasia (obsolete)ROP
post-1664,Retinoschisis,https://rarediseases.org/rare-diseases/retinoschisis/,Congenital Retinal CystCongenital Vascular Veils in the RetinaGiant Cyst of the RetinaVitreoretinal Dystrophy
post-1665,Retroperitoneal Fibrosis,https://rarediseases.org/rare-diseases/retroperitoneal-fibrosis/,Idiopathic Retroperitoneal FibrosisOrmond's Disease
post-1666,Rett Syndrome,https://rarediseases.org/rare-diseases/rett-syndrome/,classic Rett syndromeRTTvariant (atypical) Rett syndrome
post-1667,Reye Syndrome,https://rarediseases.org/rare-diseases/reye-syndrome/,fatty liver with encephalopathyReye's syndromeRS
post-1668,Rheumatic Fever,https://rarediseases.org/rare-diseases/rheumatic-fever/,Acute Rheumatic FeverInflammatory RheumatismRheumatic Arthritis
post-255607,Rhizomelic Chondrodysplasia Punctata,https://rarediseases.org/rare-diseases/rhizomelic-chondrodysplasia-punctata/,RCDP
post-1960,Riboflavin Transporter Deficiency,https://rarediseases.org/rare-diseases/riboflavin-transporter-deficiency/,Brown-Vialetto-Van Laere syndromeFazio-Londe syndromeriboflavin transporter deficiency neuronopathy
post-1671,Ring Chromosome 4,https://rarediseases.org/rare-diseases/ring-chromosome-4/,"r(4)ring 4ring 4, chromosome"
post-1673,Robinow Syndrome,https://rarediseases.org/rare-diseases/robinow-syndrome/,acral dysostosis with facial and genital abnormalitiescostovertebral segmentation defect with mesomelia (formerly)fetal face syndromeRobinow-Silverman syndrome
post-1674,Rocky Mountain Spotted Fever,https://rarediseases.org/rare-diseases/rocky-mountain-spotted-fever/,RMSFSao Paulo TyphusTickborne Typhus Fever
post-1676,Rosai-Dorfman Disease,https://rarediseases.org/rare-diseases/rosai-dorfman-disease/,RDDSHMLsinus histiocytosis with massive lymphadenopathy
post-1677,Rosenberg Chutorian Syndrome,https://rarediseases.org/rare-diseases/rosenberg-chutorian-syndrome/,"Charcot-Marie-Tooth neuropathy X type 5Charcot-Marie-Tooth, X-linked recessive 5 (CMTX5)optic atrophy, polyneuropathy, and deafnesspolyneuropathy-deafness-optic atrophy"
post-1678,Rothmund-Thomson Syndrome,https://rarediseases.org/rare-diseases/rothmund-thomson-syndrome/,poikiloderma atrophicans and cataractpoikiloderma congenitaleRTS
post-1679,Roussy Lévy Syndrome,https://rarediseases.org/rare-diseases/roussy-levy-syndrome/,Charcot-Marie-Tooth Disease (Variant)Charcot-Marie-Tooth-Roussy-Levy DiseaseHereditary Areflexic DystasiaHereditary Motor Sensory NeuropathyHereditary Motor Sensory Neuropathy IHMSN I
post-1680,Rubella,https://rarediseases.org/rare-diseases/rubella/,German MeaslesThree-Day Measles
post-1681,"Rubella, Congenital",https://rarediseases.org/rare-diseases/rubella-congenital/,Congenital German MeaslesCongenital Rubella SyndromeExpanded Rubella Syndrome
post-1682,Rubinstein-Taybi Syndrome,https://rarediseases.org/rare-diseases/rubinstein-taybi-syndrome/,RSTSRubinstein syndromeRubinstein Taybi (RTS) broad thumb-hallux syndrome
post-1683,Russell-Silver Syndrome,https://rarediseases.org/rare-diseases/russell-silver-syndrome/,RSSRussell-Silver dwarfismRussell syndromeSilver-Russell dwarfismSilver-Russell syndromeSilver syndromeSRS
post-1912,RYR1-Related Diseases,https://rarediseases.org/rare-diseases/ryr-1-related-diseases/,RYR1 myopathyRYR1 muscle diseaseRYR1-related disorders
post-1685,Sacrococcygeal Teratoma,https://rarediseases.org/rare-diseases/sacrococcygeal-teratoma/,N/A
post-1686,Saethre Chotzen Syndrome,https://rarediseases.org/rare-diseases/saethre-chotzen-syndrome/,"acrocephalosyndactyly type IIIacrocephaly, skull asymmetry, and mild syndactylyACS3ACS type IIIChotzen syndromeSCS"
post-1687,Sakati Syndrome,https://rarediseases.org/rare-diseases/sakati-syndrome/,ACPS IIIACPS with Leg HypoplasiaAcrocephalopolysyndactyly Type IIISakati-Nyhan Syndrome
post-1688,Sandhoff Disease,https://rarediseases.org/rare-diseases/sandhoff-disease/,"GM2 gangliosidosis, type 2hexosaminidases A and B deficiencybeta-hexosaminidase-beta-subunit deficiencytotal hexosaminidase deficiencySandhoff-Jatzkewitz-Pilz disease"
post-1691,Schimke Immuno-Osseous Dysplasia,https://rarediseases.org/rare-diseases/schimke-immuno-osseous-dysplasia/,"immunoosseous dysplasia, Schimke typeSIOD"
post-1693,Schindler disease,https://rarediseases.org/rare-diseases/schindler-disease/,"Alpha-N-Acetylgalactosaminidase deficiencyNAGA deficiencyneuroaxonal dystrophy, Schindler type"
post-1694,Schinzel Giedion Syndrome,https://rarediseases.org/rare-diseases/schinzel-giedion-syndrome/,Schinzel-Giedion midface-retraction syndromeSGS
post-1695,Schinzel Syndrome,https://rarediseases.org/rare-diseases/schinzel-syndrome/,Pallister ulnar-mammary syndromeulnar-mammary syndromeUMS
post-1696,Schnitzler Syndrome,https://rarediseases.org/rare-diseases/schnitzler-syndrome/,Schnitzler's syndrome
post-1697,Schwartz Jampel Syndrome,https://rarediseases.org/rare-diseases/schwartz-jampel-syndrome/,"chondrodystrophic myotoniamyotonic myopathy, dwarfism, chondrodystrophy, ocular & facial anomaliesSchwartz-Jampel-Aberfeld syndromeSJA syndromeSJS"
post-1698,Scleroderma,https://rarediseases.org/rare-diseases/scleroderma/,N/A
post-1700,Scott Craniodigital Syndrome,https://rarediseases.org/rare-diseases/scott-craniodigital-syndrome/,"Craniodigital Syndrome-Mental Retardation, Scott TypeCraniodigital Syndrome of ScottScott Syndrome"
post-1701,Seckel Syndrome,https://rarediseases.org/rare-diseases/seckel-syndrome/,microcephalic primordial dwarfismnanocephalic dwarfismSCKLSeckel type dwarfismSeckel type primordial dwarfism
post-1702,Segawa Syndrome,https://rarediseases.org/rare-diseases/segawa-syndrome/,autosomal dominant dopa-responsive dystonia (DRDautosomal dominant segawa syndromeDYT5 dystoniaGTP cyclohydrolase 1-deficient dopa-responsive dystoniaguanosine triphosphate cyclohydrolase I deficiencyprogressive dystonia with marked diurnal fluctuationSegawa disease
post-1377,Senior-Løken Syndrome,https://rarediseases.org/rare-diseases/senior-loken-syndrome/,"juvenile nephronophthisis with leber amaurosisrenal dysplasia and retinal aplasiarenal dysplasia-blindness, hereditaryrenal-retinal dysplasiarenal-retinal syndromeLoken-Senior syndromeSLS"
post-1703,Sennetsu Fever,https://rarediseases.org/rare-diseases/sennetsu-fever/,"Human Ehrlichial InfectionHuman Ehrlichial InfectionHuman Ehrlichial Infection, Sennetsu TypeSennetsu Type"
post-1885,Sepiapterin Reductase Deficiency,https://rarediseases.org/rare-diseases/sepiapterin-reductase-deficiency/,Dopa-responsive dystonia due to sepiapterin reductase deficiencySRDSPR Deficiency
post-1958,SETBP1 Haploinsufficiency Disorder,https://rarediseases.org/rare-diseases/setbp1-disorder/,SETBP1-related disorderSETBP1-related intellectual disabilitySETBP1-related developmental delaySETBP1 disorderMRD29SETBP1-HD
post-254933,SETD1B-Related Neurodevelopmental Disorder,https://rarediseases.org/rare-diseases/setd1b-related-neurodevelopmental-disorder/,SETD1B-NDD
post-1704,Setleis Syndrome,https://rarediseases.org/rare-diseases/setleis-syndrome/,Bitemporal Forceps Marks SyndromeFacial Ectodermal DysplasiaFFDD Type IIFocal Facial Dermal Dysplasia Type II
post-1705,Severe Chronic Neutropenia,https://rarediseases.org/rare-diseases/severe-chronic-neutropenia/,SCN
post-1706,Severe Combined Immunodeficiency,https://rarediseases.org/rare-diseases/severe-combined-immunodeficiency/,bubble boy syndromeSCID
post-2015,Shashi-Pena Syndrome,https://rarediseases.org/rare-diseases/shashi-pena-syndrome/,ASXL2/Shashi-Pena syndrome
post-1707,Sheehan Syndrome,https://rarediseases.org/rare-diseases/sheehan-syndrome/,postpartum hypopituitarismpostpartum panhypopituitarismpostpartum panhypopituitary syndromepostpartum pituitary necrosisSS
post-1708,Short Bowel Syndrome,https://rarediseases.org/rare-diseases/short-bowel-syndrome/,SBS
post-1709,Short Chain Acyl CoA Dehydrogenase Deficiency,https://rarediseases.org/rare-diseases/short-chain-acyl-coa-dehydrogenase-deficiency-scad/,"SCAD deficiencySCAD deficiency, adult-onset (localized)SCAD deficiency, congenital (generalized)SCADH deficiencySCADD"
post-2019,Short QT Syndrome,https://rarediseases.org/rare-diseases/short-qt-syndrome/,SQTSSQT
post-1710,SHORT Syndrome,https://rarediseases.org/rare-diseases/short-syndrome/,Aarskog-Ose-Pande syndromelipodystrophy-Rieger anomaly-diabetes syndromeRieger anomaly-partial lipodystrophy syndromePIK3R1-associated syndromic insulin resistance with lipoatrophy
post-1908,Shprintzen Goldberg Syndrome,https://rarediseases.org/rare-diseases/shprintzen-goldberg-syndrome/,SGSMarfanoid-craniosynostosis syndromeShprintzen-Goldberg craniosynostosis syndromecraniosynostosis with arachnodactyly and abdominal herniasmarfanoid disorder with craniosynostosis type 1Shprintzen-Goldberg marfanoid syndrome
post-1711,Shwachman Diamond Syndrome,https://rarediseases.org/rare-diseases/shwachman-diamond-syndrome/,"lipomatosis of pancreas, congenitalpancreatic insufficiency and bone marrow dysfunctionShwachman-Bodian syndromeShwachman-Diamond-Oski syndromeShwachman syndrome"
post-1712,Sialadenitis,https://rarediseases.org/rare-diseases/sialadenitis/,Salivary Gland Infection
post-1713,Sialidosis,https://rarediseases.org/rare-diseases/sialidosis/,"alpha-neuraminidase deficiencycherry red spot and myoclonus syndromeglycoprotein neuraminidase, deficiency oflipomucopolysaccharidosis type IML Imucolopidosis type Ineuraminidase deficiencysialidase deficiency"
post-1714,Sickle Cell Disease,https://rarediseases.org/rare-diseases/sickle-cell-disease/,SCD
post-1715,Simian B Virus Infection,https://rarediseases.org/rare-diseases/simian-b-virus-infection/,"Herpesvirus Simiae, B VirusH Simiae EncephalomyelitisMonkey B Virus"
post-1716,Simple Pulmonary Eosinophilia,https://rarediseases.org/rare-diseases/simple-pulmonary-eosinophilia/,Loeffler syndromeLöffler syndrome
post-1717,Simpson-Golabi-Behmel Syndrome,https://rarediseases.org/rare-diseases/simpson-dysmorphia-syndrome/,"Simpson dysmorphia syndromeSGB syndromeSGBSSGBS1bulldog syndromedysplasia gigantism syndrome, X-LinkedSDYSDGSX Golabi-Rosen syndromeGolabi-Rosen syndrome"
post-1718,Singleton Merten syndrome,https://rarediseases.org/rare-diseases/singleton-merten-syndrome/,Merten-Singleton syndrome
post-1719,Sinonasal Undifferentiated Carcinoma,https://rarediseases.org/rare-diseases/sinonasal-undifferentiated-carcinoma/,N/A
post-1720,Sirenomelia,https://rarediseases.org/rare-diseases/sirenomelia/,mermaid syndromesirenomelia sequencesirenomelia syndromesirenomelus
post-1911,Sitosterolemia,https://rarediseases.org/rare-diseases/sitosterolemia/,phytosterolemiabeta-sitosterolemiaplant sterol storage disease
post-1291,Sjögren-Larsson Syndrome,https://rarediseases.org/rare-diseases/sjogren-larsson-syndrome/,"SLSichthyosis, spastic neurologic disorder, and oligophreniafatty aldehyde dehydrogenase deficiencyFALDH deficiency"
post-1914,SLC13A5 Citrate Transporter Disorder,https://rarediseases.org/rare-diseases/slc13a5-epileptic-encephalopathy/,"SLC13A5 epileptic encephalopathySLC13A5 deficiencyKohlschütter-Tönz syndrome (non-ROGDI)developmental and epileptic encephalopathy 25, with amelogenesis imperfectaearly infantile epileptic encephalopathy 25, with amelogenesis imperfecta (EIEE25)"
